,index,SPX,TradeDate,SPY
1984,1984,2578.85,2017-11-17,257.86
1985,1985,2582.14,2017-11-20,258.3
1986,1986,2599.03,2017-11-21,259.99
1987,1987,2597.08,2017-11-22,259.76
1988,1988,2602.42,2017-11-24,260.36
1989,1989,2601.42,2017-11-27,260.23
1990,1990,2627.04,2017-11-28,262.87
1991,1991,2626.07,2017-11-29,262.71
1992,1992,2647.58,2017-11-30,265.01
1993,1993,2642.22,2017-12-01,264.46
1994,1994,2639.44,2017-12-04,264.14
1995,1995,2629.57,2017-12-05,263.19
1996,1996,2629.27,2017-12-06,263.24
1997,1997,2636.98,2017-12-07,264.07
1998,1998,2651.5,2017-12-08,265.51
1999,1999,2659.99,2017-12-11,266.31
2000,2000,2664.11,2017-12-12,266.78
2001,2001,2662.85,2017-12-13,266.75
2002,2002,2652.01,2017-12-14,265.66
2003,2003,2675.81,2017-12-15,266.51
2004,2004,2690.16,2017-12-18,268.2
2005,2005,2681.47,2017-12-19,267.17
2006,2006,2679.25,2017-12-20,267.03
2007,2007,2684.57,2017-12-21,267.58
2008,2008,2683.34,2017-12-22,267.51
2009,2009,2680.5,2017-12-26,267.19
2010,2010,2682.62,2017-12-27,267.32
2011,2011,2687.54,2017-12-28,267.87
2012,2012,2673.61,2017-12-29,266.86
2013,2013,2695.81,2018-01-02,268.77
2014,2014,2713.06,2018-01-03,270.47
2015,2015,2723.99,2018-01-04,271.61
2016,2016,2743.15,2018-01-05,273.42
2017,2017,2747.71,2018-01-08,273.92
2018,2018,2751.29,2018-01-09,274.54
2019,2019,2748.23,2018-01-10,274.12
2020,2020,2767.56,2018-01-11,276.12
2021,2021,2786.24,2018-01-12,277.92
2022,2022,2776.42,2018-01-16,276.97
2023,2023,2802.56,2018-01-17,279.61
2024,2024,2798.03,2018-01-18,279.14
2025,2025,2810.3,2018-01-19,280.41
2026,2026,2832.97,2018-01-22,282.69
2027,2027,2839.13,2018-01-23,283.29
2028,2028,2837.54,2018-01-24,283.18
2029,2029,2839.25,2018-01-25,283.3
2030,2030,2872.87,2018-01-26,286.58
2031,2031,2853.53,2018-01-29,284.68
2032,2032,2822.43,2018-01-30,281.76
2033,2033,2823.81,2018-01-31,281.9
2034,2034,2821.98,2018-02-01,281.58
2035,2035,2762.13,2018-02-02,275.45
2036,2036,2648.94,2018-02-05,263.93
2037,2037,2695.14,2018-02-06,269.13
2038,2038,2681.66,2018-02-07,267.67
2039,2039,2581.0,2018-02-08,257.63
2040,2040,2619.55,2018-02-09,261.5
2041,2041,2656.0,2018-02-12,265.34
2042,2042,2662.94,2018-02-13,266.0
2043,2043,2698.63,2018-02-14,269.59
2044,2044,2731.2,2018-02-15,273.03
2045,2045,2732.22,2018-02-16,273.11
2046,2046,2716.26,2018-02-20,271.4
2047,2047,2701.33,2018-02-21,270.05
2048,2048,2703.96,2018-02-22,270.4
2049,2049,2747.3,2018-02-23,274.71
2050,2050,2779.6,2018-02-26,277.9
2051,2051,2744.28,2018-02-27,274.43
2052,2052,2713.83,2018-02-28,271.65
2053,2053,2677.67,2018-03-01,267.7
2054,2054,2691.25,2018-03-02,269.08
2055,2055,2720.94,2018-03-05,272.19
2056,2056,2728.12,2018-03-06,272.88
2057,2057,2726.8,2018-03-07,272.78
2058,2058,2738.97,2018-03-08,274.1
2059,2059,2786.57,2018-03-09,278.87
2060,2060,2783.02,2018-03-12,278.52
2061,2061,2765.31,2018-03-13,276.72
2062,2062,2749.48,2018-03-14,275.3
2063,2063,2747.33,2018-03-15,275.0
2064,2064,2752.01,2018-03-16,274.2
2065,2065,2712.92,2018-03-19,270.49
2066,2066,2716.94,2018-03-20,270.95
2067,2067,2711.93,2018-03-21,270.43
2068,2068,2643.69,2018-03-22,263.67
2069,2069,2588.26,2018-03-23,258.05
2070,2070,2658.55,2018-03-26,265.11
2071,2071,2612.62,2018-03-27,260.6
2072,2072,2605.0,2018-03-28,259.83
2073,2073,2640.87,2018-03-29,263.15
2074,2074,2581.88,2018-04-02,257.47
2075,2075,2614.45,2018-04-03,260.77
2076,2076,2644.69,2018-04-04,263.56
2077,2077,2662.84,2018-04-05,265.64
2078,2078,2604.47,2018-04-06,259.72
2079,2079,2613.16,2018-04-09,261.0
2080,2080,2656.87,2018-04-10,265.15
2081,2081,2642.19,2018-04-11,263.76
2082,2082,2663.99,2018-04-12,265.93
2083,2083,2656.3,2018-04-13,265.15
2084,2084,2677.84,2018-04-16,267.33
2085,2085,2706.39,2018-04-17,270.19
2086,2086,2708.64,2018-04-18,270.39
2087,2087,2693.13,2018-04-19,268.89
2088,2088,2670.14,2018-04-20,266.61
2089,2089,2670.29,2018-04-23,266.57
2090,2090,2634.56,2018-04-24,262.98
2091,2091,2639.4,2018-04-25,263.63
2092,2092,2666.94,2018-04-26,266.31
2093,2093,2669.91,2018-04-27,266.56
2094,2094,2648.05,2018-04-30,264.51
2095,2095,2654.8,2018-05-01,264.98
2096,2096,2635.67,2018-05-02,263.2
2097,2097,2629.73,2018-05-03,262.62
2098,2098,2663.42,2018-05-04,266.02
2099,2099,2672.63,2018-05-07,266.92
2100,2100,2671.92,2018-05-08,266.92
2101,2101,2697.79,2018-05-09,269.5
2102,2102,2723.07,2018-05-10,272.02
2103,2103,2727.72,2018-05-11,272.85
2104,2104,2730.13,2018-05-14,272.98
2105,2105,2711.45,2018-05-15,271.1
2106,2106,2722.46,2018-05-16,272.24
2107,2107,2720.13,2018-05-17,272.01
2108,2108,2712.97,2018-05-18,271.33
2109,2109,2733.01,2018-05-21,273.37
2110,2110,2724.44,2018-05-22,272.61
2111,2111,2733.29,2018-05-23,273.36
2112,2112,2727.76,2018-05-24,272.8
2113,2113,2721.33,2018-05-25,272.15
2114,2114,2689.86,2018-05-29,269.02
2115,2115,2724.01,2018-05-30,272.61
2116,2116,2705.27,2018-05-31,270.94
2117,2117,2734.62,2018-06-01,273.6
2118,2118,2746.87,2018-06-04,274.9
2119,2119,2748.8,2018-06-05,275.1
2120,2120,2772.35,2018-06-06,277.4
2121,2121,2770.37,2018-06-07,277.37
2122,2122,2779.03,2018-06-08,278.19
2123,2123,2782.0,2018-06-11,278.56
2124,2124,2786.85,2018-06-12,278.92
2125,2125,2775.63,2018-06-13,278.03
2126,2126,2782.49,2018-06-14,278.73
2127,2127,2779.66,2018-06-15,277.13
2128,2128,2773.75,2018-06-18,276.56
2129,2129,2762.59,2018-06-19,275.5
2130,2130,2767.32,2018-06-20,275.97
2131,2131,2749.76,2018-06-21,274.24
2132,2132,2754.88,2018-06-22,274.74
2133,2133,2717.07,2018-06-25,271.0
2134,2134,2723.06,2018-06-26,271.6
2135,2135,2699.63,2018-06-27,269.35
2136,2136,2716.31,2018-06-28,270.89
2137,2137,2718.37,2018-06-29,271.28
2138,2138,2726.71,2018-07-02,271.86
2139,2139,2713.22,2018-07-03,270.9
2140,2140,2736.61,2018-07-05,273.11
2141,2141,2759.82,2018-07-06,275.42
2142,2142,2784.17,2018-07-09,277.9
2143,2143,2793.84,2018-07-10,278.9
2144,2144,2774.02,2018-07-11,276.86
2145,2145,2798.29,2018-07-12,279.37
2146,2146,2801.31,2018-07-13,279.59
2147,2147,2798.43,2018-07-16,279.34
2148,2148,2809.55,2018-07-17,280.47
2149,2149,2815.62,2018-07-18,281.06
2150,2150,2804.49,2018-07-19,280.0
2151,2151,2801.83,2018-07-20,279.68
2152,2152,2806.98,2018-07-23,280.2
2153,2153,2820.4,2018-07-24,281.61
2154,2154,2846.07,2018-07-25,284.01
2155,2155,2837.44,2018-07-26,283.34
2156,2156,2818.82,2018-07-27,281.42
2157,2157,2802.6,2018-07-30,279.95
2158,2158,2816.29,2018-07-31,281.33
2159,2159,2813.36,2018-08-01,280.86
2160,2160,2827.22,2018-08-02,282.39
2161,2161,2840.35,2018-08-03,283.6
2162,2162,2850.4,2018-08-06,284.64
2163,2163,2858.45,2018-08-07,285.58
2164,2164,2857.7,2018-08-08,285.46
2165,2165,2853.58,2018-08-09,285.07
2166,2166,2833.28,2018-08-10,283.16
2167,2167,2821.93,2018-08-13,282.1
2168,2168,2839.96,2018-08-14,283.9
2169,2169,2818.37,2018-08-15,281.78
2170,2170,2840.69,2018-08-16,284.06
2171,2171,2850.13,2018-08-17,285.06
2172,2172,2857.05,2018-08-20,285.67
2173,2173,2862.96,2018-08-21,286.34
2174,2174,2861.82,2018-08-22,286.17
2175,2175,2856.98,2018-08-23,285.79
2176,2176,2874.69,2018-08-24,287.51
2177,2177,2896.74,2018-08-27,289.78
2178,2178,2897.52,2018-08-28,289.92
2179,2179,2914.04,2018-08-29,291.48
2180,2180,2901.13,2018-08-30,290.3
2181,2181,2901.52,2018-08-31,290.31
2182,2182,2896.72,2018-09-04,289.81
2183,2183,2888.6,2018-09-05,289.03
2184,2184,2878.05,2018-09-06,288.16
2185,2185,2871.68,2018-09-07,287.6
2186,2186,2877.13,2018-09-10,288.1
2187,2187,2887.89,2018-09-11,289.05
2188,2188,2888.92,2018-09-12,289.12
2189,2189,2904.18,2018-09-13,290.83
2190,2190,2904.98,2018-09-14,290.88
2191,2191,2888.8,2018-09-17,289.34
2192,2192,2904.31,2018-09-18,290.91
2193,2193,2907.95,2018-09-19,291.22
2194,2194,2930.75,2018-09-20,293.58
2195,2195,2929.67,2018-09-21,291.99
2196,2196,2919.37,2018-09-24,291.02
2197,2197,2915.56,2018-09-25,290.75
2198,2198,2905.97,2018-09-26,289.88
2199,2199,2914.0,2018-09-27,290.69
2200,2200,2913.98,2018-09-28,290.72
2201,2201,2924.59,2018-10-01,291.73
2202,2202,2923.43,2018-10-02,291.56
2203,2203,2925.51,2018-10-03,291.72
2204,2204,2901.61,2018-10-04,289.44
2205,2205,2885.57,2018-10-05,287.82
2206,2206,2884.43,2018-10-08,287.82
2207,2207,2880.34,2018-10-09,287.4
2208,2208,2785.68,2018-10-10,278.3
2209,2209,2728.37,2018-10-11,272.17
2210,2210,2767.13,2018-10-12,275.95
2211,2211,2750.79,2018-10-15,274.4
2212,2212,2809.92,2018-10-16,280.4
2213,2213,2809.21,2018-10-17,280.45
2214,2214,2768.78,2018-10-18,276.4
2215,2215,2767.78,2018-10-19,276.25
2216,2216,2755.88,2018-10-22,275.01
2217,2217,2740.69,2018-10-23,273.61
2218,2218,2656.1,2018-10-24,265.32
2219,2219,2705.57,2018-10-25,270.08
2220,2220,2658.69,2018-10-26,265.33
2221,2221,2641.25,2018-10-29,263.86
2222,2222,2682.63,2018-10-30,267.77
2223,2223,2711.74,2018-10-31,270.63
2224,2224,2740.37,2018-11-01,273.51
2225,2225,2723.06,2018-11-02,271.89
2226,2226,2738.31,2018-11-05,273.39
2227,2227,2755.45,2018-11-06,275.12
2228,2228,2813.89,2018-11-07,281.01
2229,2229,2806.83,2018-11-08,280.5
2230,2230,2781.01,2018-11-09,277.76
2231,2231,2726.22,2018-11-12,272.57
2232,2232,2722.18,2018-11-13,272.06
2233,2233,2701.58,2018-11-14,270.2
2234,2234,2730.2,2018-11-15,273.02
2235,2235,2736.27,2018-11-16,273.73
2236,2236,2690.73,2018-11-19,269.1
2237,2237,2641.89,2018-11-20,264.12
2238,2238,2649.93,2018-11-21,265.02
2239,2239,2632.56,2018-11-23,263.25
2240,2240,2673.45,2018-11-26,267.5
2241,2241,2682.17,2018-11-27,268.4
2242,2242,2743.79,2018-11-28,274.58
2243,2243,2737.76,2018-11-29,273.98
2244,2244,2760.17,2018-11-30,275.65
2245,2245,2790.37,2018-12-03,279.3
2246,2246,2700.06,2018-12-04,270.25
2247,2247,2695.95,2018-12-06,269.84
2248,2248,2633.08,2018-12-07,263.57
2249,2249,2637.72,2018-12-10,264.07
2250,2250,2636.78,2018-12-11,264.13
2251,2251,2651.07,2018-12-12,265.46
2252,2252,2650.54,2018-12-13,265.37
2253,2253,2599.95,2018-12-14,260.47
2254,2254,2545.94,2018-12-17,255.36
2255,2255,2546.16,2018-12-18,255.08
2256,2256,2506.96,2018-12-19,251.26
2257,2257,2467.42,2018-12-20,247.17
2258,2258,2416.62,2018-12-21,240.7
2259,2259,2351.1,2018-12-24,234.34
2260,2260,2467.7,2018-12-26,246.18
2261,2261,2488.83,2018-12-27,248.07
2262,2262,2485.74,2018-12-28,247.75
2263,2263,2506.85,2018-12-31,249.92
2264,2264,2510.03,2019-01-02,250.18
2265,2265,2447.89,2019-01-03,244.21
2266,2266,2531.94,2019-01-04,252.39
2267,2267,2549.69,2019-01-07,254.38
2268,2268,2574.41,2019-01-08,256.77
2269,2269,2584.96,2019-01-09,257.97
2270,2270,2596.64,2019-01-10,258.88
2271,2271,2596.26,2019-01-11,258.98
2272,2272,2582.61,2019-01-14,257.4
2273,2273,2610.3,2019-01-15,260.35
2274,2274,2616.1,2019-01-16,260.98
2275,2275,2635.96,2019-01-17,262.96
2276,2276,2670.71,2019-01-18,266.46
2277,2277,2632.9,2019-01-22,262.86
2278,2278,2638.7,2019-01-23,263.41
2279,2279,2642.33,2019-01-24,263.55
2280,2280,2664.76,2019-01-25,265.78
2281,2281,2643.85,2019-01-28,263.76
2282,2282,2640.0,2019-01-29,263.41
2283,2283,2681.05,2019-01-30,267.58
2284,2284,2704.1,2019-01-31,269.93
2285,2285,2706.53,2019-02-01,270.06
2286,2286,2724.87,2019-02-04,271.96
2287,2287,2737.7,2019-02-05,273.1
2288,2288,2731.61,2019-02-06,272.74
2289,2289,2706.05,2019-02-07,270.14
2290,2290,2707.88,2019-02-08,270.47
2291,2291,2709.8,2019-02-11,270.62
2292,2292,2744.73,2019-02-12,274.1
2293,2293,2753.03,2019-02-13,274.99
2294,2294,2745.73,2019-02-14,274.38
2295,2295,2775.6,2019-02-15,277.37
2296,2296,2779.76,2019-02-19,277.85
2297,2297,2784.7,2019-02-20,278.41
2298,2298,2774.88,2019-02-21,277.42
2299,2299,2792.67,2019-02-22,279.14
2300,2300,2796.11,2019-02-25,279.52
2301,2301,2793.9,2019-02-26,279.32
2302,2302,2792.38,2019-02-27,279.2
2303,2303,2784.49,2019-02-28,278.68
2304,2304,2803.69,2019-03-01,280.42
2305,2305,2792.81,2019-03-04,279.4
2306,2306,2789.65,2019-03-05,279.02
2307,2307,2771.45,2019-03-06,277.33
2308,2308,2748.93,2019-03-07,275.01
2309,2309,2743.07,2019-03-08,274.46
2310,2310,2783.3,2019-03-11,278.44
2311,2311,2791.52,2019-03-12,279.49
2312,2312,2810.92,2019-03-13,281.34
2313,2313,2808.48,2019-03-14,281.16
2314,2314,2822.48,2019-03-15,281.31
2315,2315,2832.94,2019-03-18,282.33
2316,2316,2832.57,2019-03-19,282.4
2317,2317,2824.23,2019-03-20,281.55
2318,2318,2854.88,2019-03-21,284.73
2319,2319,2800.71,2019-03-22,279.25
2320,2320,2798.36,2019-03-25,279.04
2321,2321,2818.46,2019-03-26,281.12
2322,2322,2805.37,2019-03-27,279.65
2323,2323,2815.44,2019-03-28,280.71
2324,2324,2834.4,2019-03-29,282.48
2325,2325,2867.19,2019-04-01,285.83
2326,2326,2867.24,2019-04-02,285.97
2327,2327,2873.4,2019-04-03,286.42
2328,2328,2879.39,2019-04-04,287.18
2329,2329,2892.74,2019-04-05,288.57
2330,2330,2895.77,2019-04-08,288.79
2331,2331,2878.2,2019-04-09,287.31
2332,2332,2888.21,2019-04-10,288.29
2333,2333,2888.32,2019-04-11,288.21
2334,2334,2907.41,2019-04-12,290.16
2335,2335,2905.58,2019-04-15,289.97
2336,2336,2907.06,2019-04-16,290.16
2337,2337,2900.45,2019-04-17,289.45
2338,2338,2905.03,2019-04-18,290.02
2339,2339,2907.97,2019-04-22,290.27
2340,2340,2933.68,2019-04-23,292.88
2341,2341,2927.25,2019-04-24,292.23
2342,2342,2926.17,2019-04-25,292.05
2343,2343,2939.88,2019-04-26,293.41
2344,2344,2943.03,2019-04-29,293.87
2345,2345,2945.83,2019-04-30,294.02
2346,2346,2923.73,2019-05-01,291.81
2347,2347,2917.52,2019-05-02,291.18
2348,2348,2945.64,2019-05-03,294.03
2349,2349,2932.47,2019-05-06,292.82
2350,2350,2884.05,2019-05-07,287.93
2351,2351,2879.42,2019-05-08,287.53
2352,2352,2870.72,2019-05-09,286.66
2353,2353,2881.4,2019-05-10,288.1
2354,2354,2811.87,2019-05-13,280.86
2355,2355,2834.41,2019-05-14,283.4
2356,2356,2850.96,2019-05-15,285.06
2357,2357,2876.32,2019-05-16,287.7
2358,2358,2859.53,2019-05-17,285.84
2359,2359,2840.23,2019-05-20,283.95
2360,2360,2864.36,2019-05-21,286.51
2361,2361,2856.27,2019-05-22,285.63
2362,2362,2822.24,2019-05-23,282.14
2363,2363,2826.06,2019-05-24,282.78
2364,2364,2802.39,2019-05-28,280.15
2365,2365,2783.02,2019-05-29,278.27
2366,2366,2788.86,2019-05-30,279.03
2367,2367,2752.06,2019-05-31,275.27
2368,2368,2744.45,2019-06-03,274.57
2369,2369,2803.27,2019-06-04,280.53
2370,2370,2826.15,2019-06-05,282.96
2371,2371,2843.49,2019-06-06,284.8
2372,2372,2873.34,2019-06-07,287.65
2373,2373,2886.73,2019-06-10,288.97
2374,2374,2885.72,2019-06-11,288.9
2375,2375,2879.84,2019-06-12,288.39
2376,2376,2891.64,2019-06-13,289.58
2377,2377,2886.98,2019-06-14,289.26
2378,2378,2889.67,2019-06-17,289.37
2379,2379,2917.75,2019-06-18,292.4
2380,2380,2926.46,2019-06-19,293.06
2381,2381,2954.18,2019-06-20,295.86
2382,2382,2950.46,2019-06-21,294.0
2383,2383,2945.35,2019-06-24,293.64
2384,2384,2917.38,2019-06-25,290.76
2385,2385,2913.78,2019-06-26,290.47
2386,2386,2924.92,2019-06-27,291.5
2387,2387,2941.76,2019-06-28,293.0
2388,2388,2964.33,2019-07-01,295.66
2389,2389,2973.01,2019-07-02,296.43
2390,2390,2995.82,2019-07-03,298.8
2391,2391,2990.41,2019-07-05,298.46
2392,2392,2975.95,2019-07-08,296.82
2393,2393,2979.63,2019-07-09,297.19
2394,2394,2993.07,2019-07-10,298.61
2395,2395,2999.91,2019-07-11,299.31
2396,2396,3013.77,2019-07-12,300.65
2397,2397,3014.3,2019-07-15,300.75
2398,2398,3004.04,2019-07-16,299.71
2399,2399,2984.42,2019-07-17,297.74
2400,2400,2995.11,2019-07-18,298.83
2401,2401,2976.61,2019-07-19,297.17
2402,2402,2985.03,2019-07-22,297.9
2403,2403,3005.47,2019-07-23,300.03
2404,2404,3019.56,2019-07-24,301.44
2405,2405,3003.67,2019-07-25,300.0
2406,2406,3025.86,2019-07-26,302.01
2407,2407,3020.97,2019-07-29,301.46
2408,2408,3013.18,2019-07-30,300.72
2409,2409,2980.38,2019-07-31,297.43
2410,2410,2953.56,2019-08-01,294.84
2411,2411,2932.05,2019-08-02,292.62
2412,2412,2844.74,2019-08-05,283.82
2413,2413,2881.77,2019-08-06,287.8
2414,2414,2883.98,2019-08-07,287.97
2415,2415,2938.09,2019-08-08,293.62
2416,2416,2918.65,2019-08-09,291.62
2417,2417,2883.75,2019-08-12,288.07
2418,2418,2926.32,2019-08-13,292.55
2419,2419,2840.6,2019-08-14,283.9
2420,2420,2847.6,2019-08-15,284.65
2421,2421,2888.68,2019-08-16,288.85
2422,2422,2923.65,2019-08-19,292.33
2423,2423,2900.51,2019-08-20,290.09
2424,2424,2924.43,2019-08-21,292.45
2425,2425,2922.95,2019-08-22,292.36
2426,2426,2847.11,2019-08-23,284.85
2427,2427,2878.38,2019-08-26,288.0
2428,2428,2869.16,2019-08-27,286.87
2429,2429,2887.94,2019-08-28,288.89
2430,2430,2924.58,2019-08-29,292.58
2431,2431,2926.46,2019-08-30,292.45
2432,2432,2906.27,2019-09-03,290.74
2433,2433,2937.78,2019-09-04,294.04
2434,2434,2976.0,2019-09-05,297.82
2435,2435,2978.71,2019-09-06,298.05
2436,2436,2978.43,2019-09-09,298.2
2437,2437,2979.39,2019-09-10,298.13
2438,2438,3000.93,2019-09-11,300.25
2439,2439,3009.57,2019-09-12,301.29
2440,2440,3007.39,2019-09-13,301.09
2441,2441,2997.96,2019-09-16,300.16
2442,2442,3005.7,2019-09-17,300.92
2443,2443,3006.73,2019-09-18,301.1
2444,2444,3006.79,2019-09-19,301.08
2445,2445,2992.07,2019-09-20,298.28
2446,2446,2991.78,2019-09-23,298.21
2447,2447,2966.6,2019-09-24,295.87
2448,2448,2984.87,2019-09-25,297.62
2449,2449,2977.62,2019-09-26,297.0
2450,2450,2961.79,2019-09-27,295.4
2451,2451,2976.74,2019-09-30,296.77
2452,2452,2940.25,2019-10-01,293.24
2453,2453,2887.61,2019-10-02,288.06
2454,2454,2910.63,2019-10-03,290.42
2455,2455,2952.01,2019-10-04,294.35
2456,2456,2938.79,2019-10-07,293.08
2457,2457,2893.06,2019-10-08,288.53
2458,2458,2919.4,2019-10-09,291.27
2459,2459,2938.13,2019-10-10,293.24
2460,2460,2970.27,2019-10-11,296.28
2461,2461,2966.15,2019-10-14,295.95
2462,2462,2995.68,2019-10-15,298.88
2463,2463,2989.69,2019-10-16,298.4
2464,2464,2997.95,2019-10-17,299.28
2465,2465,2986.2,2019-10-18,297.97
2466,2466,3006.72,2019-10-21,299.99
2467,2467,2995.99,2019-10-22,299.01
2468,2468,3004.52,2019-10-23,299.88
2469,2469,3010.29,2019-10-24,300.37
2470,2470,3022.55,2019-10-25,301.6
2471,2471,3039.42,2019-10-28,303.3
2472,2472,3036.89,2019-10-29,303.21
2473,2473,3046.77,2019-10-30,304.14
2474,2474,3037.56,2019-10-31,303.33
2475,2475,3066.91,2019-11-01,306.14
2476,2476,3078.27,2019-11-04,307.37
2477,2477,3074.62,2019-11-05,307.03
2478,2478,3076.78,2019-11-06,307.1
2479,2479,3085.18,2019-11-07,308.18
2480,2480,3093.08,2019-11-08,308.94
2481,2481,3087.01,2019-11-11,308.35
2482,2482,3091.84,2019-11-12,309.0
2483,2483,3094.04,2019-11-13,309.1
2484,2484,3096.63,2019-11-14,309.55
2485,2485,3120.46,2019-11-15,311.79
2486,2486,3122.03,2019-11-18,312.02
2487,2487,3120.18,2019-11-19,311.93
2488,2488,3108.46,2019-11-20,310.77
2489,2489,3103.54,2019-11-21,310.27
2490,2490,3110.29,2019-11-22,310.96
2491,2491,3133.64,2019-11-25,313.37
2492,2492,3140.52,2019-11-26,314.08
2493,2493,3153.63,2019-11-27,315.48
2494,2494,3140.98,2019-11-29,314.31
2495,2495,3113.87,2019-12-02,311.64
2496,2496,3093.2,2019-12-03,309.55
2497,2497,3112.76,2019-12-04,311.46
2498,2498,3117.43,2019-12-05,312.02
2499,2499,3145.91,2019-12-06,314.87
2500,2500,3135.96,2019-12-09,313.88
2501,2501,3132.52,2019-12-10,313.53
2502,2502,3141.63,2019-12-11,314.42
2503,2503,3168.57,2019-12-12,317.13
2504,2504,3168.8,2019-12-13,317.32
2505,2505,3191.45,2019-12-16,319.5
2506,2506,3192.52,2019-12-17,319.57
2507,2507,3191.14,2019-12-18,319.59
2508,2508,3205.37,2019-12-19,320.9
2509,2509,3221.22,2019-12-20,320.73
2510,2510,3224.01,2019-12-23,321.22
2511,2511,3223.38,2019-12-24,321.23
2512,2512,3239.91,2019-12-26,322.94
2513,2513,3240.02,2019-12-27,322.86
2514,2514,3221.29,2019-12-30,321.08
2515,2515,3230.78,2019-12-31,321.86
2516,2516,3257.85,2020-01-02,324.87
2517,2517,3234.85,2020-01-03,322.41
2518,2518,3246.28,2020-01-06,323.64
2519,2519,3237.18,2020-01-07,322.73
2520,2520,3253.05,2020-01-08,324.45
2521,2521,3274.7,2020-01-09,326.65
2522,2522,3265.35,2020-01-10,325.71
2523,2523,3288.13,2020-01-13,327.95
2524,2524,3283.15,2020-01-14,327.45
2525,2525,3289.29,2020-01-15,328.19
2526,2526,3316.81,2020-01-16,330.92
2527,2527,3329.62,2020-01-17,331.95
2528,2528,3320.79,2020-01-21,331.3
2529,2529,3321.75,2020-01-22,331.34
2530,2530,3325.54,2020-01-23,331.72
2531,2531,3295.47,2020-01-24,328.77
2532,2532,3243.63,2020-01-27,323.5
2533,2533,3276.24,2020-01-28,326.89
2534,2534,3273.4,2020-01-29,326.62
2535,2535,3283.66,2020-01-30,327.68
2536,2536,3225.52,2020-01-31,321.73
2537,2537,3248.92,2020-02-03,324.12
2538,2538,3297.59,2020-02-04,329.06
2539,2539,3334.69,2020-02-05,332.86
2540,2540,3345.78,2020-02-06,333.98
2541,2541,3327.71,2020-02-07,332.2
2542,2542,3352.09,2020-02-10,334.68
2543,2543,3357.75,2020-02-11,335.26
2544,2544,3379.45,2020-02-12,337.42
2545,2545,3373.94,2020-02-13,337.06
2546,2546,3380.16,2020-02-14,337.6
2547,2547,3370.29,2020-02-18,336.73
2548,2548,3386.15,2020-02-19,338.34
2549,2549,3373.23,2020-02-20,336.95
2550,2550,3337.75,2020-02-21,333.48
2551,2551,3225.89,2020-02-24,322.42
2552,2552,3128.21,2020-02-25,312.65
2553,2553,3116.39,2020-02-26,311.5
2554,2554,2978.76,2020-02-27,297.51
2555,2555,2954.22,2020-02-28,296.26
2556,2556,3090.23,2020-03-02,309.09
2557,2557,3003.37,2020-03-03,300.24
2558,2558,3130.12,2020-03-04,312.86
2559,2559,3023.94,2020-03-05,302.46
2560,2560,2972.37,2020-03-06,297.46
2561,2561,2746.56,2020-03-09,274.23
2562,2562,2882.23,2020-03-10,288.42
2563,2563,2741.38,2020-03-11,274.36
2564,2564,2480.64,2020-03-12,248.11
2565,2565,2711.02,2020-03-13,269.32
2566,2566,2386.13,2020-03-16,239.85
2567,2567,2529.19,2020-03-17,252.8
2568,2568,2398.1,2020-03-18,240.0
2569,2569,2409.39,2020-03-19,240.51
2570,2570,2304.92,2020-03-20,228.8
2571,2571,2237.4,2020-03-23,222.95
2572,2572,2447.33,2020-03-24,243.15
2573,2573,2475.56,2020-03-25,246.79
2574,2574,2630.07,2020-03-26,261.2
2575,2575,2541.47,2020-03-27,253.42
2576,2576,2626.65,2020-03-30,261.65
2577,2577,2584.59,2020-03-31,257.75
2578,2578,2470.5,2020-04-01,246.15
2579,2579,2526.9,2020-04-02,251.83
2580,2580,2488.65,2020-04-03,248.19
2581,2581,2663.68,2020-04-06,264.86
2582,2582,2659.41,2020-04-07,265.13
2583,2583,2749.98,2020-04-08,274.03
2584,2584,2789.82,2020-04-09,278.2
2585,2585,2761.63,2020-04-13,275.66
2586,2586,2846.06,2020-04-14,283.79
2587,2587,2783.36,2020-04-15,277.76
2588,2588,2799.55,2020-04-16,279.1
2589,2589,2874.56,2020-04-17,286.64
2590,2590,2823.16,2020-04-20,281.59
2591,2591,2736.56,2020-04-21,273.04
2592,2592,2799.31,2020-04-22,279.1
2593,2593,2797.8,2020-04-23,279.08
2594,2594,2836.74,2020-04-24,282.97
2595,2595,2878.48,2020-04-27,287.05
2596,2596,2863.39,2020-04-28,285.73
2597,2597,2939.51,2020-04-29,293.21
2598,2598,2912.43,2020-04-30,290.48
2599,2599,2830.71,2020-05-01,282.79
2600,2600,2842.74,2020-05-04,283.57
2601,2601,2868.44,2020-05-05,286.19
2602,2602,2848.42,2020-05-06,284.25
2603,2603,2881.19,2020-05-07,287.68
2604,2604,2929.8,2020-05-08,292.44
2605,2605,2930.32,2020-05-11,292.5
2606,2606,2870.12,2020-05-12,286.67
2607,2607,2820.0,2020-05-13,281.6
2608,2608,2852.5,2020-05-14,284.97
2609,2609,2863.7,2020-05-15,286.28
2610,2610,2953.91,2020-05-18,295.0
2611,2611,2922.94,2020-05-19,291.97
2612,2612,2971.61,2020-05-20,296.93
2613,2613,2948.51,2020-05-21,294.88
2614,2614,2955.45,2020-05-22,295.44
2615,2615,2991.77,2020-05-26,299.08
2616,2616,3036.13,2020-05-27,303.53
2617,2617,3029.73,2020-05-28,302.97
2618,2618,3044.31,2020-05-29,304.32
